1 Q-E,2 ZN-E,3 PH-E,4 DBO-E,5 DQO-E,6 SS-E,7 SSV-E,8 SED-E,9 COND-E,10 PH-P,11 DBO-P,12 SS-P,13 SSV-P,14 SED-P,15 COND-P,16 PH-D,17 DBO-D,18 DQO-D,19 SS-D,20 SSV-D,21 SED-D,22 COND-D,23 PH-S,24 DBO-S,25 DQO-S,26 SS-S,27 SSV-S,28 SED-S,29 COND-S,30 RD-DBO-P,31 RD-SS-P,32 RD-SED-P,33 RD-DBO-S,34 RD-DQO-S,35 RD-DBO-G,36 RD-DQO-G,37 RD-SS-G,38 RD-SED-G,D-1/3/90
35395.00 ,0.56,7.80 ,273,473,210.00 ,73.30 ,4.50 ,1232.00 ,7.90 ,213,224.00 ,68.80 ,6.00 ,1257.00 ,7.90 ,170,310.00 ,116.00 ,79.30 ,0.10 ,1214.00 ,7.70 ,22,85.00 ,22.00 ,78.80 ,0.00 ,1116.00 ,20.2,48.20 ,98.30 ,87.1,72.6,91.9,82,89.50 ,100.00 ,D-3/4/91
37881.00 ,3,7.70 ,257,588,328.00 ,60.40 ,7.00 ,1392.00 ,7.70 ,213,272.00 ,60.30 ,6.50 ,1432.00 ,7.80 ,174,344.00 ,116.00 ,70.70 ,0.80 ,1356.00 ,7.60 ,26,92.00 ,44.00 ,74.20 ,0.30 ,1213.00 ,18.3,57.40 ,87.70 ,85.1,73.3,89.9,84.4,86.60 ,95.70 ,D-3/5/90
43445.00 ,4.1,7.80 ,133,295,158.00 ,55.70 ,3.00 ,1436.00 ,7.90 ,140,158.00 ,54.40 ,2.50 ,1448.00 ,7.90 ,92,206.00 ,74.00 ,73.00 ,0.30 ,1370.00 ,7.70 ,14,66.00 ,12.00 ,75.00 ,0.00 ,1203.00 ,34.3,53.20 ,88.00 ,84.8,68,89.5,77.6,92.40 ,100.00 ,D-3/5/91
34669.00 ,1.2,7.80 ,198,381,216.00 ,51.90 ,3.50 ,1415.00 ,7.80 ,183,220.00 ,56.40 ,3.50 ,1453.00 ,7.70 ,123,246.00 ,76.00 ,78.90 ,0.20 ,1432.00 ,7.70 ,29,91.00 ,26.00 ,80.80 ,0.05 ,1390.00 ,32.8,65.50 ,94.30 ,76.4,63,85.4,76.1,88.00 ,98.60 ,D-3/6/90
32308.00 ,1.75,7.70 ,118,295,178.00 ,62.90 ,3.00 ,1459.00 ,7.70 ,137,236.00 ,53.40 ,4.00 ,1442.00 ,7.70 ,103,231.00 ,104.00 ,67.30 ,0.30 ,1474.00 ,7.60 ,12,72.00 ,11.00 ,81.80 ,0.02 ,1607.00 ,24.8,55.90 ,92.50 ,88.3,68.8,89.8,75.6,93.80 ,99.30 ,D-3/6/91
39445.00 ,0.75,8.10 ,187,488,216.00 ,55.60 ,6.50 ,2440.00 ,8.00 ,191,252.00 ,49.20 ,5.00 ,2340.00 ,7.90 ,130,304.00 ,66.00 ,72.70 ,0.20 ,2230.00 ,8.00 ,28,80.00 ,21.00 ,70.50 ,0.00 ,2190.00 ,31.9,73.80 ,96.00 ,78.5,73.7,85,83.6,90.30 ,100.00 ,D-3/7/90
35518.00 ,4.2,7.80 ,133,105,208.00 ,54.80 ,3.50 ,1293.00 ,7.80 ,138,236.00 ,52.50 ,4.50 ,1347.00 ,7.80 ,91,125.00 ,58.00 ,82.80 ,0.10 ,1323.00 ,7.70 ,16,20.00 ,16.00 ,93.70 ,0.01 ,1318.00 ,34.1,75.40 ,97.80 ,82.4,84,88,81,92.30 ,99.70 ,D-3/7/91
10050.00 ,0.4,7.60 ,208,556,210.00 ,52.40 ,4.00 ,2340.00 ,7.50 ,244,148.00 ,66.20 ,2.50 ,2080.00 ,7.40 ,95,205.00 ,73.00 ,75.30 ,0.10 ,2070.00 ,7.60 ,18,75.00 ,34.00 ,71.80 ,0.00 ,2080.00 ,61.1,50.70 ,96.00 ,81.1,63.4,91.3,86.5,83.80 ,100.00 ,D-3/8/90
44601.00 ,1.7,7.50 ,140,231,360.00 ,0.00 ,4.00 ,806.00 ,7.50 ,146,328.00 ,0.00 ,3.50 ,811.00 ,7.50 ,79,145.00 ,64.00 ,0.00 ,0.20 ,834.00 ,7.60 ,12,39.00 ,11.00 ,0.00 ,0.02 ,905.00 ,45.9,80.50 ,94.30 ,84.8,73.1,91.4,83.1,96.90 ,99.50 ,D-3/9/90
40498.00 ,10,8.10 ,202,476,300.00 ,49.30 ,3.70 ,1636.00 ,8.00 ,206,252.00 ,50.80 ,3.50 ,1579.00 ,7.90 ,186,394.00 ,108.00 ,72.20 ,1.30 ,1413.00 ,7.50 ,27,75.00 ,22.00 ,90.90 ,0.05 ,1291.00 ,9.7,57.10 ,62.90 ,85.5,81,86.6,84.2,92.70 ,98.60 ,D-30/1/90
32974.00 ,2.6,8.10 ,311,420,208.00 ,69.20 ,6.50 ,1474.00 ,8.20 ,258,198.00 ,72.70 ,3.30 ,1559.00 ,8.10 ,189,309.00 ,152.00 ,71.10 ,3.00 ,1402.00 ,7.80 ,18,41.00 ,12.00 ,83.30 ,0.02 ,1466.00 ,26.7,23.20 ,7.70 ,90.5,86.7,94.2,90.2,94.20 ,99.70 ,D-30/1/91
47501.00 ,1,8.20 ,0.00 ,384,180.00 ,64.40 ,3.50 ,1567.00 ,8.20 ,0.00 ,224.00 ,55.40 ,2.50 ,1512.00 ,8.10 ,0.00 ,270.00 ,110.00 ,63.60 ,0.30 ,1570.00 ,7.80 ,0.00 ,122.00 ,22.00 ,68.20 ,0.01 ,1463.00 ,0.00 ,50.90 ,88.00 ,0.00 ,54.8,0.00 ,68.2,87.80 ,99.70 ,D-30/10/90
29801.00 ,1.6,7.70 ,172,400,136.00 ,70.10 ,1.50 ,1402.00 ,7.70 ,182,178.00 ,65.20 ,2.50 ,1417.00 ,7.80 ,123,263.00 ,106.00 ,69.80 ,0.30 ,1421.00 ,7.70 ,15,59.00 ,22.00 ,81.80 ,0.05 ,1468.00 ,32.4,40.40 ,88.00 ,87.8,77.6,91.3,85.3,83.80 ,96.70 ,D-30/10/91
25687.00 ,1.23,8.20 ,316,743,280.00 ,72.10 ,6.50 ,2390.00 ,7.80 ,363,260.00 ,70.80 ,7.00 ,2460.00 ,8.10 ,169,408.00 ,112.00 ,76.80 ,0.30 ,2380.00 ,7.70 ,16,98.00 ,16.00 ,77.50 ,0.01 ,2210.00 ,53.4,56.90 ,96.40 ,90.5,76,94.9,86.8,94.30 ,99.80 ,D-30/11/90
32730.00 ,0.96,7.80 ,290,376,146.00 ,83.60 ,0.00 ,1441.00 ,7.80 ,222,154.00 ,85.70 ,0.00 ,1460.00 ,7.70 ,150,242.00 ,72.00 ,83.30 ,0.00 ,1446.00 ,7.50 ,0.00 ,89.00 ,19.00 ,92.60 ,0.00 ,1491.00 ,32.4,53.20 ,0.00 ,0.00 ,63.2,0.00 ,76.3,87.00 ,68.20 ,D-30/12/90
41157.00 ,3,8.00 ,145,398,192.00 ,66.70 ,4.50 ,2240.00 ,8.00 ,213,240.00 ,61.70 ,6.00 ,2010.00 ,8.00 ,140,287.00 ,84.00 ,78.60 ,0.40 ,2270.00 ,7.80 ,15,87.00 ,21.00 ,81.00 ,0.00 ,2290.00 ,34.3,65.00 ,94.20 ,89.3,69.7,89.7,78.1,89.10 ,100.00 ,D-30/3/90
46057.00 ,1,8.10 ,133,288,162.00 ,56.80 ,2.30 ,1050.00 ,8.10 ,133,152.00 ,63.20 ,2.50 ,1116.00 ,8.00 ,97,220.00 ,70.00 ,77.10 ,0.20 ,1142.00 ,7.90 ,32,128.00 ,40.00 ,82.50 ,0.05 ,1187.00 ,27.1,53.90 ,94.00 ,67,41.8,75.9,55.6,75.30 ,97.80 ,D-30/5/90
34301.00 ,3.9,7.90 ,243,459,286.00 ,54.50 ,6.50 ,1174.00 ,7.90 ,216,342.00 ,46.20 ,7.50 ,1202.00 ,7.90 ,123,253.00 ,90.00 ,57.80 ,0.30 ,1190.00 ,7.80 ,15,103.00 ,14.00 ,85.70 ,0.01 ,1167.00 ,43.1,73.70 ,96.00 ,87.8,59.3,93.8,77.6,95.10 ,99.80 ,D-30/5/91
32253.00 ,1.94,7.70 ,140,380,178.00 ,65.20 ,4.50 ,1668.00 ,7.70 ,147,182.00 ,68.10 ,3.50 ,1789.00 ,7.80 ,110,272.00 ,66.00 ,84.80 ,0.20 ,1898.00 ,7.80 ,15,92.00 ,22.00 ,77.30 ,0.00 ,1883.00 ,25.2,63.70 ,95.70 ,86.4,66.2,89.3,75.8,87.60 ,100.00 ,D-30/6/91
26871.00 ,2,7.30 ,139,369,284.00 ,49.30 ,4.00 ,991.00 ,7.50 ,161,312.00 ,44.90 ,4.00 ,986.00 ,7.30 ,87,198.00 ,90.00 ,62.20 ,0.10 ,978.00 ,7.50 ,19,116.00 ,34.00 ,72.90 ,0.02 ,1070.00 ,46,71.20 ,97.50 ,78.2,41.4,86.3,68.6,88.00 ,99.50 ,D-30/7/90
0.00 ,0.2,7.80 ,114,273,138.00 ,73.90 ,3.80 ,1870.00 ,7.80 ,128,172.00 ,75.60 ,3.50 ,1929.00 ,7.80 ,80,192.00 ,68.00 ,82.40 ,0.20 ,1835.00 ,7.50 ,14,73.00 ,14.00 ,88.60 ,0.01 ,1809.00 ,37.5,60.50 ,95.70 ,82.5,62,87.7,73.3,89.90 ,99.70 ,D-30/7/91
34764.00 ,0.9,7.50 ,127,284,188.00 ,0.00 ,2.80 ,2260.00 ,7.60 ,143,222.00 ,0.00 ,3.50 ,2500.00 ,7.60 ,114,192.00 ,92.00 ,0.00 ,0.40 ,2140.00 ,7.70 ,0.00 ,62.00 ,14.00 ,0.00 ,0.00 ,2100.00 ,20.3,58.60 ,90.00 ,0.00 ,67.7,0.00 ,78.2,92.60 ,100.00 ,D-30/8/90
32190.00 ,0.3,7.30 ,200,545,258.00 ,65.10 ,4.00 ,1260.00 ,7.40 ,191,226.00 ,67.30 ,3.50 ,1198.00 ,7.50 ,115,244.00 ,77.00 ,76.60 ,0.10 ,1351.00 ,7.70 ,21,71.00 ,27.00 ,71.10 ,0.01 ,1326.00 ,39.8,65.90 ,97.10 ,81.7,70.9,89.5,87,89.50 ,99.80 ,D-30/8/91
38761.00 ,4,7.50 ,438,681,370.00 ,56.80 ,6.00 ,1396.00 ,7.60 ,212,348.00 ,64.40 ,6.00 ,1446.00 ,7.60 ,148,350.00 ,88.00 ,77.30 ,0.20 ,1356.00 ,7.60 ,15,120.00 ,11.00 ,70.90 ,0.00 ,1311.00 ,30.2,74.70 ,96.70 ,89.9,65.7,96.6,82.4,97.00 ,100.00 ,D-30/9/90
40221.00 ,2,8.10 ,177,407,172.00 ,58.10 ,2.50 ,1379.00 ,8.00 ,231,248.00 ,54.80 ,4.60 ,1454.00 ,8.00 ,188,379.00 ,108.00 ,72.20 ,0.70 ,1529.00 ,7.50 ,27,95.00 ,26.00 ,76.90 ,0.00 ,1542.00 ,18.6,56.50 ,84.80 ,85.6,74.9,84.7,76.7,84.90 ,100.00 ,D-31/1/90
33189.00 ,0.96,8.10 ,238,591,202.00 ,84.20 ,6.00 ,1380.00 ,8.00 ,282,210.00 ,80.00 ,5.50 ,1372.00 ,8.20 ,153,290.00 ,106.00 ,90.60 ,0.50 ,1413.00 ,7.90 ,16,63.00 ,17.00 ,94.10 ,0.01 ,1417.00 ,45.7,49.50 ,90.90 ,89.5,78.3,93.3,89.3,91.60 ,99.80 ,D-31/1/91
34917.00 ,8.5,7.50 ,156,311,226.00 ,67.30 ,0.00 ,1075.00 ,7.50 ,256,204.00 ,64.70 ,0.00 ,1116.00 ,7.50 ,112,182.00 ,92.00 ,76.10 ,0.00 ,1141.00 ,7.40 ,12,29.00 ,15.00 ,80.00 ,0.00 ,1170.00 ,56.3,54.90 ,0.00 ,89.3,84.1,92.3,90.7,93.40 ,68.20 ,D-31/3/91
33968.00 ,1.5,7.70 ,198,546,308.00 ,62.30 ,13.00 ,1869.00 ,7.80 ,239,420.00 ,53.30 ,19.00 ,1893.00 ,7.90 ,81,222.00 ,76.00 ,84.20 ,0.40 ,1804.00 ,7.70 ,17,79.00 ,27.00 ,77.80 ,0.05 ,1792.00 ,66.1,81.90 ,97.90 ,79,64.4,91.4,85.5,91.20 ,99.60 ,D-31/5/91
37634.00 ,2,8.10 ,151,0.00 ,268.00 ,47.80 ,3.50 ,1732.00 ,8.00 ,160,248.00 ,59.70 ,3.00 ,1803.00 ,8.00 ,85,0.00 ,84.00 ,69.00 ,0.20 ,1721.00 ,8.20 ,12,0.00 ,17.00 ,77.60 ,0.00 ,1643.00 ,46.9,66.10 ,93.30 ,85.9,0.00 ,92.1,0.00 ,93.70 ,100.00 ,D-31/7/90
0.00 ,0.55,7.40 ,159,394,170.00 ,69.40 ,3.00 ,1450.00 ,7.40 ,155,196.00 ,60.20 ,3.00 ,1556.00 ,7.40 ,111,0.00 ,78.00 ,71.80 ,0.10 ,1690.00 ,7.60 ,16,110.00 ,26.00 ,78.50 ,0.01 ,1693.00 ,28.4,60.20 ,98.30 ,85.6,0.00 ,89.9,72.1,84.70 ,99.70 ,D-31/7/91
39489.00 ,0.9,7.80 ,131,320,166.00 ,0.00 ,2.50 ,1680.00 ,7.80 ,135,196.00 ,0.00 ,2.50 ,1690.00 ,7.80 ,90,214.00 ,88.00 ,0.00 ,0.20 ,1551.00 ,7.80 ,15,74.00 ,14.00 ,0.00 ,0.02 ,1672.00 ,33.3,55.10 ,92.00 ,83.3,65.4,88.5,76.9,91.60 ,99.20 ,D-31/8/90
34535.00 ,1,7.80 ,232,518,220.00 ,65.50 ,5.50 ,1617.00 ,7.90 ,230,202.00 ,71.30 ,4.00 ,1593.00 ,7.80 ,155,364.00 ,76.00 ,81.60 ,0.20 ,1594.00 ,7.50 ,29,146.00 ,31.00 ,77.40 ,0.01 ,1492.00 ,32.6,62.40 ,95.00 ,81.3,59.9,87.5,71.8,85.90 ,99.80 ,D-4/1/90
34637.00 ,3.5,8.10 ,231,368,162.00 ,76.50 ,4.00 ,1854.00 ,8.10 ,273,158.00 ,74.70 ,4.50 ,1846.00 ,8.10 ,158,308.00 ,76.00 ,86.80 ,0.40 ,1822.00 ,7.80 ,18,92.00 ,15.00 ,83.30 ,0.00 ,1734.00 ,42.1,51.90 ,92.20 ,88.6,70.1,92.2,75,90.70 ,100.00 ,D-4/1/91
36911.00 ,6,7.70 ,300,610,452.00 ,45.10 ,8.00 ,1313.00 ,7.70 ,375,556.00 ,43.90 ,10.00 ,1312.00 ,7.70 ,150,323.00 ,212.00 ,49.10 ,2.50 ,1238.00 ,7.70 ,21,116.00 ,14.00 ,85.70 ,0.02 ,1133.00 ,60,61.90 ,75.00 ,86,64.1,93,81,96.90 ,99.80 ,D-4/10/90
34536.00 ,0.47,7.60 ,133,316,188.00 ,61.70 ,2.50 ,1273.00 ,7.50 ,219,218.00 ,59.60 ,3.50 ,1322.00 ,7.60 ,69,264.00 ,92.00 ,71.70 ,0.20 ,1373.00 ,7.70 ,20,104.00 ,22.00 ,76.40 ,0.01 ,1371.00 ,68.5,57.80 ,94.30 ,71,60.6,85,67.1,88.30 ,99.60 ,D-4/10/91
44158.00 ,8.1,8.00 ,124,463,230.00 ,47.80 ,0.00 ,1599.00 ,7.90 ,123,230.00 ,48.70 ,3.00 ,1586.00 ,7.90 ,94,251.00 ,88.00 ,63.60 ,0.00 ,1631.00 ,7.60 ,27,90.00 ,20.00 ,70.00 ,0.00 ,1554.00 ,23.6,61.70 ,0.00 ,71.3,64.1,78.2,80.6,91.30 ,68.20 ,D-4/11/90
30935.00 ,2,8.10 ,255,550,214.00 ,69.20 ,5.50 ,1919.00 ,8.20 ,227,246.00 ,67.50 ,8.00 ,1917.00 ,8.10 ,161,372.00 ,100.00 ,78.00 ,0.20 ,1815.00 ,7.80 ,18,87.00 ,22.00 ,81.80 ,0.00 ,1690.00 ,29.1,59.30 ,97.50 ,88.8,76.6,92.9,84.2,89.70 ,100.00 ,D-4/12/90
43080.00 ,4.25,7.80 ,95,349,136.00 ,76.50 ,2.50 ,1063.00 ,7.80 ,132,188.00 ,74.50 ,2.00 ,1139.00 ,7.80 ,123,317.00 ,98.00 ,69.40 ,0.40 ,1218.00 ,7.50 ,19,67.00 ,24.00 ,83.30 ,0.00 ,1220.00 ,6.8,47.90 ,80.00 ,84.6,78.9,80,80.8,82.40 ,100.00 ,D-4/2/90
30701.00 ,0.62,8.10 ,136,447,196.00 ,60.20 ,4.50 ,1105.00 ,8.30 ,159,188.00 ,60.60 ,3.50 ,1120.00 ,7.80 ,114,247.00 ,74.00 ,78.40 ,0.40 ,1155.00 ,7.60 ,29,106.00 ,27.00 ,85.20 ,0.01 ,1312.00 ,28.3,60.60 ,88.60 ,74.6,57.1,78.7,76.3,86.20 ,99.80 ,D-4/2/91
39024.00 ,3,7.70 ,0.00 ,443,214.00 ,69.20 ,6.50 ,2660.00 ,7.70 ,0.00 ,244.00 ,75.40 ,7.70 ,2570.00 ,7.60 ,0.00 ,474.00 ,96.00 ,79.20 ,0.40 ,2700.00 ,7.50 ,0.00 ,91.00 ,17.00 ,94.10 ,0.00 ,2590.00 ,0.00 ,60.70 ,94.80 ,0.00 ,80.8,0.00 ,79.5,92.10 ,100.00 ,D-4/3/90
32884.00 ,0.8,7.80 ,169,337,132.00 ,75.80 ,2.50 ,1568.00 ,7.90 ,192,204.00 ,68.60 ,4.50 ,1526.00 ,7.90 ,137,332.00 ,126.00 ,77.80 ,1.80 ,1516.00 ,7.70 ,14,71.00 ,14.00 ,94.30 ,0.02 ,1450.00 ,28.6,38.20 ,60.00 ,89.8,78.6,91.7,78.9,89.40 ,99.20 ,D-4/3/91
53530.00 ,1.5,8.10 ,132,336,330.00 ,37.00 ,6.00 ,1234.00 ,8.00 ,161,264.00 ,37.90 ,5.50 ,1327.00 ,7.90 ,126,316.00 ,80.00 ,75.00 ,0.70 ,1257.00 ,7.70 ,13,68.00 ,13.00 ,69.20 ,0.02 ,1229.00 ,21.7,69.70 ,88.20 ,89.7,78.5,90.2,79.8,96.10 ,99.70 ,D-4/4/90
34525.00 ,0.77,7.80 ,312,576,224.00 ,67.90 ,5.50 ,1300.00 ,7.90 ,324,268.00 ,71.60 ,5.00 ,1280.00 ,7.90 ,157,306.00 ,92.00 ,73.90 ,0.40 ,1248.00 ,7.80 ,23,74.00 ,23.00 ,81.20 ,0.00 ,1251.00 ,51.5,65.70 ,93.00 ,85.4,75.8,92.6,87.2,89.70 ,100.00 ,D-4/4/91
39024.00 ,1.2,7.90 ,268,467,224.00 ,66.10 ,6.50 ,1409.00 ,7.90 ,328,312.00 ,62.80 ,9.50 ,1376.00 ,7.90 ,152,338.00 ,88.00 ,77.30 ,0.20 ,1336.00 ,7.70 ,29,148.00 ,49.00 ,80.30 ,0.10 ,1334.00 ,53.7,71.80 ,98.40 ,80.9,56.2,89.2,68.3,78.10 ,98.50 ,D-4/5/90
41824.00 ,1.2,7.80 ,161,281,164.00 ,58.50 ,2.30 ,1075.00 ,7.80 ,144,192.00 ,53.10 ,2.50 ,1068.00 ,7.80 ,118,233.00 ,88.00 ,70.50 ,0.40 ,1121.00 ,7.80 ,14,63.00 ,19.00 ,73.70 ,0.01 ,1246.00 ,18.1,54.20 ,84.00 ,88.1,73,91.3,77.6,88.40 ,99.60 ,D-4/6/90
31114.00 ,1,7.80 ,181,462,216.00 ,62.00 ,5.50 ,1315.00 ,7.80 ,197,354.00 ,54.20 ,8.00 ,1377.00 ,7.80 ,124,307.00 ,118.00 ,64.40 ,0.30 ,1270.00 ,7.70 ,22,68.00 ,20.00 ,75.00 ,0.05 ,1142.00 ,37.1,66.70 ,96.30 ,82.3,77.9,87.8,85.3,90.70 ,99.10 ,D-4/6/91
37252.00 ,3.5,7.60 ,131,436,476.00 ,27.70 ,4.50 ,1603.00 ,7.80 ,151,416.00 ,28.80 ,5.00 ,1479.00 ,7.80 ,114,269.00 ,78.00 ,56.40 ,0.10 ,1591.00 ,7.90 ,13,90.00 ,16.00 ,68.80 ,0.00 ,1625.00 ,24.5,81.30 ,98.00 ,88.6,66.5,90.1,79.4,96.60 ,100.00 ,D-4/7/90
35623.00 ,4.4,7.60 ,151,404,204.00 ,67.60 ,3.50 ,1565.00 ,7.60 ,137,232.00 ,62.90 ,4.00 ,1629.00 ,7.60 ,88,277.00 ,80.00 ,70.00 ,0.10 ,1575.00 ,7.40 ,12,0.00 ,13.00 ,92.30 ,0.01 ,1467.00 ,35.8,65.50 ,97.50 ,86.4,0.00 ,92.1,0.00 ,93.60 ,99.70 ,D-4/7/91
28492.00 ,2.6,7.50 ,124,281,172.00 ,66.30 ,3.00 ,1520.00 ,7.50 ,117,172.00 ,65.10 ,2.00 ,1479.00 ,7.60 ,77,221.00 ,90.00 ,68.90 ,0.00 ,1535.00 ,7.80 ,12,75.00 ,20.00 ,86.00 ,0.02 ,1549.00 ,34.2,47.70 ,99.00 ,84.4,66.1,90.3,73.3,88.40 ,99.30 ,D-4/8/91
43614.00 ,6.5,7.80 ,143,400,472.00 ,0.00 ,6.50 ,2230.00 ,7.80 ,95,226.00 ,0.00 ,4.00 ,2160.00 ,7.80 ,97,235.00 ,74.00 ,0.00 ,0.30 ,2170.00 ,7.80 ,14,82.00 ,12.00 ,0.00 ,0.02 ,1910.00 ,0.00 ,67.30 ,93.80 ,85.6,65.1,90.2,79.5,97.50 ,99.70 ,D-4/9/90
35244.00 ,6,7.80 ,177,412,196.00 ,69.40 ,4.50 ,2190.00 ,7.80 ,330,476.00 ,52.10 ,7.50 ,2330.00 ,7.80 ,151,274.00 ,124.00 ,61.30 ,0.30 ,2350.00 ,7.70 ,8,90.00 ,17.00 ,76.50 ,0.02 ,2220.00 ,54.2,73.90 ,96.70 ,94.7,67.2,95.5,78.2,91.30 ,99.60 ,D-5/10/90
33178.00 ,1.4,7.60 ,155,392,182.00 ,64.80 ,4.50 ,1198.00 ,7.70 ,0.00 ,180.00 ,66.70 ,4.00 ,1264.00 ,7.80 ,34,356.00 ,78.00 ,79.50 ,0.40 ,1245.00 ,7.80 ,12,68.00 ,15.00 ,72.00 ,0.01 ,1248.00 ,0.00 ,56.70 ,90.00 ,64.7,80.9,92.3,82.7,91.80 ,99.80 ,D-5/10/91
39223.00 ,1.8,8.10 ,151,294,186.00 ,57.00 ,4.00 ,1006.00 ,8.00 ,148,154.00 ,61.00 ,2.80 ,1000.00 ,7.90 ,94,204.00 ,90.00 ,71.10 ,0.20 ,988.00 ,7.80 ,9,39.00 ,11.00 ,87.30 ,0.02 ,1038.00 ,36.5,41.60 ,92.70 ,90.4,80.9,94,86.7,94.10 ,99.50 ,D-5/11/90
29414.00 ,3,7.60 ,160,374,168.00 ,69.00 ,3.10 ,1042.00 ,7.60 ,220,246.00 ,69.90 ,4.60 ,1057.00 ,7.60 ,126,299.00 ,112.00 ,75.00 ,0.20 ,1085.00 ,7.40 ,19,79.00 ,28.00 ,82.00 ,0.00 ,1087.00 ,42.7,54.50 ,95.70 ,84.9,73.6,88.1,78.9,83.30 ,100.00 ,D-5/2/90
34290.00 ,3.03,8.10 ,194,435,166.00 ,72.30 ,4.00 ,1770.00 ,8.10 ,213,260.00 ,70.00 ,5.50 ,1930.00 ,8.10 ,64,345.00 ,100.00 ,76.00 ,0.80 ,1880.00 ,7.70 ,14,51.00 ,13.00 ,84.60 ,0.00 ,1722.00 ,70,61.50 ,85.50 ,78.1,85.2,92.8,88.3,92.20 ,100.00 ,D-5/2/91
32229.00 ,5,7.60 ,0.00 ,528,186.00 ,69.90 ,3.40 ,1666.00 ,7.70 ,0.00 ,220.00 ,72.70 ,4.50 ,1594.00 ,7.70 ,0.00 ,272.00 ,92.00 ,78.30 ,0.20 ,1742.00 ,7.60 ,0.00 ,128.00 ,21.00 ,81.00 ,0.05 ,1888.00 ,0.00 ,58.20 ,95.60 ,0.00 ,52.9,0.00 ,75.8,88.70 ,98.50 ,D-5/3/90
40745.00 ,1.5,7.70 ,156,547,166.00 ,66.30 ,6.00 ,1667.00 ,7.90 ,135,174.00 ,67.80 ,4.00 ,1730.00 ,7.90 ,118,333.00 ,100.00 ,74.00 ,1.00 ,1619.00 ,7.70 ,15,120.00 ,17.00 ,82.40 ,0.02 ,1576.00 ,12.6,42.50 ,75.00 ,87.3,64,90.4,78.1,89.80 ,99.70 ,D-5/3/91
46659.00 ,2,7.70 ,175,321,176.00 ,58.00 ,3.50 ,1335.00 ,7.80 ,198,192.00 ,58.30 ,4.00 ,1418.00 ,7.70 ,141,281.00 ,76.00 ,78.90 ,0.30 ,1316.00 ,7.50 ,12,67.00 ,11.00 ,100.00 ,0.00 ,1308.00 ,28.8,60.40 ,92.50 ,91.5,76.2,93.1,79.1,93.80 ,100.00 ,D-5/4/90
35861.00 ,0.76,8.10 ,242,492,176.00 ,75.00 ,5.50 ,1530.00 ,8.20 ,397,238.00 ,68.10 ,5.00 ,1612.00 ,8.10 ,148,312.00 ,88.00 ,75.00 ,0.10 ,1589.00 ,7.90 ,20,84.00 ,19.00 ,77.60 ,0.00 ,1566.00 ,62.7,63.00 ,98.00 ,86.5,73.1,91.7,82.9,89.20 ,100.00 ,D-5/4/91
35990.00 ,1.7,7.90 ,142,272,160.00 ,56.30 ,2.00 ,1543.00 ,7.90 ,154,174.00 ,57.50 ,3.00 ,1485.00 ,7.80 ,114,295.00 ,86.00 ,74.40 ,0.30 ,1560.00 ,7.60 ,18,74.00 ,14.00 ,85.70 ,0.00 ,1565.00 ,26,50.60 ,90.00 ,84.2,74.9,87.3,72.8,91.30 ,100.00 ,D-5/5/91
51520.00 ,2,7.30 ,156,336,192.00 ,62.50 ,5.50 ,1320.00 ,7.80 ,158,184.00 ,56.50 ,4.00 ,1327.00 ,7.60 ,79,198.00 ,92.00 ,63.00 ,0.30 ,1175.00 ,7.90 ,15,59.00 ,19.00 ,78.90 ,0.01 ,1054.00 ,50,50.00 ,92.50 ,81,70.2,90.4,82.4,90.10 ,99.80 ,D-5/6/90
31205.00 ,0.58,7.70 ,214,467,242.00 ,61.20 ,4.50 ,1171.00 ,7.80 ,218,318.00 ,55.30 ,6.00 ,1205.00 ,7.70 ,132,300.00 ,116.00 ,67.20 ,0.20 ,1312.00 ,7.70 ,22,86.00 ,22.00 ,81.80 ,0.05 ,1333.00 ,39.4,63.50 ,96.70 ,83.3,71.3,89.7,81.6,90.90 ,98.90 ,D-5/6/91
37643.00 ,1.25,7.70 ,145,382,168.00 ,54.80 ,3.50 ,1814.00 ,7.90 ,180,184.00 ,56.50 ,3.00 ,1820.00 ,8.10 ,113,271.00 ,70.00 ,65.70 ,0.20 ,1893.00 ,8.10 ,15,88.00 ,15.00 ,73.30 ,0.00 ,1879.00 ,37.2,62.00 ,95.00 ,86.7,67.5,89.7,77,91.10 ,100.00 ,D-5/7/90
32815.00 ,6.6,7.80 ,151,485,198.00 ,71.70 ,3.50 ,1535.00 ,7.70 ,140,156.00 ,61.50 ,4.00 ,1528.00 ,7.70 ,102,283.00 ,78.00 ,76.70 ,0.10 ,1571.00 ,7.60 ,13,101.00 ,14.00 ,76.80 ,0.01 ,1605.00 ,27.1,50.00 ,97.50 ,87.3,64.3,91.4,79.2,92.90 ,99.70 ,D-5/7/91
55930.00 ,1.2,7.80 ,223,459,364.00 ,45.60 ,5.50 ,2220.00 ,8.00 ,220,346.00 ,41.00 ,4.50 ,2300.00 ,7.90 ,85,199.00 ,63.00 ,74.60 ,0.10 ,2240.00 ,8.00 ,19,56.00 ,23.00 ,78.30 ,0.05 ,2350.00 ,61.4,81.80 ,97.80 ,77.6,71.9,91.5,87.8,93.70 ,99.10 ,D-5/8/90
